"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"3104",-2842,200701,89,46,"K-07",69322,1,131.9,NA,2,NA,NA,NA,1750,NA,NA,"2007",2.12024479554637,3.24303804868629,4.88204405972327,7.46737106691756,9.45718083710129e-05,"NS"
"3108",-4819,200901,88,14,"H-12",69322,1,132,NA,2,NA,NA,NA,1654,NA,NA,"2009",2.12057393120585,3.21853550521653,4.88280192258637,7.41095187558364,0.000525313124998182,"NS"
"3110",-4814,200901,88,9,"G-14",69322,1,132,NA,2,NA,NA,NA,1796,NA,NA,"2009",2.12057393120585,3.25430633233129,4.88280192258637,7.49331724886215,1.98265271347148e-05,"NS"
"3113",1063400,200101,89,17,"J-13",69322,1,132,NA,2,NA,NA,NA,1872,NA,NA,"2001",2.12057393120585,3.27230584440209,4.88280192258637,7.53476265703754,2.34228054408246e-05,"NS"
"3114",1010913,200001,88,23,"G-11",69322,1,132,NA,2,NA,NA,NA,1874,NA,NA,"2000",2.12057393120585,3.27276958655176,4.88280192258637,7.53583046279837,2.57974839185811e-05,"NS"
"3115",-13946,201501,162,28,"F-10",69322,1,132,NA,2,NA,NA,NA,1926,NA,NA,"2015",2.12057393120585,3.28465628278852,4.88280192258637,7.56320059235807,0.000125792740880471,"NS"
"3121",-6374,201001,89,15,"H-12",69322,1,132.1,NA,2,NA,NA,NA,1658,NA,NA,"2010",2.12090281761453,3.21958452621425,4.88355921152828,7.41336733569524,0.000526284193964415,"NS"
"3123",-5691,200901,88,198,"G-10",69322,1,132.1,NA,2,NA,NA,NA,1872,NA,NA,"2009",2.12090281761453,3.27230584440209,4.88355921152828,7.53476265703754,1.86094626144413e-05,"NS"
"3124",-6138,201001,162,19,"I-10",69322,1,132.1,NA,2,NA,NA,NA,1918,NA,NA,"2010",2.12090281761453,3.28284860283464,4.88355921152828,7.55903825544338,9.53365003331934e-05,"NS"
"3130",-18773,201901,162,21,"G-10",69322,1,132.2,NA,2,NA,NA,NA,2015,NA,NA,"2019",2.12123145514962,3.30427505047713,4.88431592741759,7.60837447438078,0.000413561365667874,"NS"
"3131",-4837,200901,88,32,"E-09",69322,1,132.2,NA,2,NA,NA,NA,2094,NA,NA,"2009",2.12123145514962,3.32097667734282,4.88431592741759,7.64683139143048,0.000839955514137053,"NS"
"3134",-18762,201901,162,10,"G-13",69322,1,132.3,NA,2,NA,NA,NA,1930,NA,NA,"2019",2.1215598441875,3.28555730900777,4.88507207112091,7.56527528189893,0.000102580468968688,"NS"
"3138",-6128,201001,162,9,"J-13",69322,1,132.4,NA,2,NA,NA,NA,1670,NA,NA,"2010",2.12188798510368,3.22271647114758,4.88582764350291,7.4205789054108,0.000529470058695389,"NS"
"3139",-2905,200701,88,47,"H-08",69322,1,132.4,NA,2,NA,NA,NA,1750,41.3,NA,"2007",2.12188798510368,3.24303804868629,4.88582764350291,7.46737106691756,0.000155298409751866,"NS"
"3140",-18878,201901,94,41,"H-08",69322,1,132.4,NA,2,NA,NA,NA,1768,NA,NA,"2019",2.12188798510368,3.24748226067705,4.88582764350291,7.47760424319759,0.000103124379379446,"NS"
"3141",-9067,201201,89,21,"E-11",69322,1,132.4,NA,2,NA,NA,NA,1850,NA,NA,"2012",2.12188798510368,3.26717172840301,4.88582764350291,7.52294091807237,4.25246469141214e-09,"NS"
"3142",-16556,201701,94,89,"J-04",69322,1,132.4,NA,2,NA,NA,NA,1980,NA,NA,"2017",2.12188798510368,3.29666519026153,4.88582764350291,7.59085212368858,0.000236372380719497,"NS"
"3146",-6369,201001,89,10,"G-14",69322,1,132.5,NA,2,NA,NA,NA,1812,NA,NA,"2010",2.12221587827283,3.25815819334079,4.88658264542628,7.50218648660292,2.65579081889378e-05,"NS"
"3147",-11709,200601,88,221,"G-08",69322,1,132.5,NA,2,NA,NA,NA,1838,40.2,NA,"2006",2.12221587827283,3.26434550705009,4.88658264542628,7.51643330291563,3.75352486825582e-06,"NS"
"3154",-9875,201301,89,14,"F-11",69322,1,132.6,NA,2,NA,NA,NA,1868,NA,NA,"2013",2.12254352406875,3.27137687189407,4.88733707775176,7.53262361878879,1.40584223834703e-06,"NS"
"3155",-7592,201101,162,28,"E-10",69322,1,132.6,NA,2,NA,NA,NA,1874,NA,NA,"2011",2.12254352406875,3.27276958655176,4.88733707775176,7.53583046279837,3.65029583150637e-06,"NS"
"3157",-9069,201201,89,23,"F-10",69322,1,132.7,NA,2,NA,NA,NA,1764,NA,NA,"2012",2.12287092286444,3.2464985807958,4.88809094133816,7.47533923656674,0.000151625475936041,"NS"
"3158",-11709,200601,88,221,"G-08",69322,1,132.7,NA,2,NA,NA,NA,1938,41.5,NA,"2006",2.12287092286444,3.28735377271475,4.88809094133816,7.56941179245071,8.06428381277432e-05,"NS"
"3159",-13947,201501,162,29,"E-10",69322,1,132.7,NA,2,NA,NA,NA,2016,NA,NA,"2015",2.12287092286444,3.30449052777349,4.88809094133816,7.60887062919126,0.000320833618753926,"NS"
"3162",-16369,201701,94,32,"E-10",69322,1,132.8,NA,2,NA,NA,NA,1900,NA,NA,"2017",2.123198075032,3.27875360095283,4.88884423704233,7.54960916515453,1.57545962540046e-05,"NS"
"3163",-11694,200601,88,206,"E-12",69322,1,132.8,NA,2,NA,NA,NA,1908,36.3,NA,"2006",2.123198075032,3.28057837036808,4.88884423704233,7.55381085200823,2.42219544849656e-05,"NS"
"3165",-11704,200601,88,216,"E-09",69322,1,132.8,NA,2,NA,NA,NA,1990,37.2,NA,"2006",2.123198075032,3.29885307640971,4.88884423704233,7.59588991771854,0.000209074921635763,"NS"
"3166",-13942,201501,162,24,"J-10",69322,1,132.8,NA,2,NA,NA,NA,2038,NA,NA,"2015",2.123198075032,3.30920417967041,4.88884423704233,7.61972421378267,0.000394491858295986,"NS"
"3169",-13977,201501,162,33,"G-08",69322,1,132.9,NA,2,NA,NA,NA,1940,NA,NA,"2015",2.12352498094273,3.28780172993023,4.8895969657192,7.57044325205737,6.67240536939909e-05,"NS"
"3176",1063191,200101,88,26,"K-10",69322,1,133,NA,2,NA,NA,NA,1844,NA,NA,"2001",2.12385164096709,3.26576091671761,4.89034912822175,7.51969240411654,1.51373174969291e-05,"NS"
"3180",-2890,200701,88,32,"J-10",69322,1,133,NA,2,NA,NA,NA,2140,44.2,NA,"2007",2.12385164096709,3.33041377334919,4.89034912822175,7.6685611080159,0.000896722708104799,"NS"
"3181",-11690,200601,88,202,"G-12",69322,1,133,NA,2,NA,NA,NA,2168,44.9,NA,"2006",2.12385164096709,3.33605927786635,4.89034912822175,7.68156036255954,0.00108240322533974,"NS"
"3186",-16507,201701,94,61,"J-08",69322,1,133.1,NA,2,NA,NA,NA,1915,NA,NA,"2017",2.12417805547468,3.28216877830464,4.89110072540107,7.55747290161475,1.73651848783949e-05,"NS"
"3187",-8483,201201,162,12,"G-13",69322,1,133.1,NA,2,NA,NA,NA,1928,NA,NA,"2012",2.12417805547468,3.28510702956681,4.89110072540107,7.56423847517049,3.25698609250545e-05,"NS"
"3188",-4814,200901,88,9,"G-14",69322,1,133.1,NA,2,NA,NA,NA,1980,NA,NA,"2009",2.12417805547468,3.29666519026153,4.89110072540107,7.59085212368858,0.000138398082372069,"NS"
"3192",-13946,201501,162,28,"F-10",69322,1,133.2,NA,2,NA,NA,NA,2002,NA,NA,"2015",2.12450422483428,3.3014640731433,4.89185175810629,7.60190195987517,0.000189416790128661,"NS"
"3193",-2880,200701,88,22,"G-14",69322,1,133.2,NA,2,NA,NA,NA,2088,42,NA,"2007",2.12450422483428,3.31973049433022,4.89185175810629,7.64396194900253,0.000545172114147334,"NS"
"3194",-14121,201501,94,55,"J-03",69322,1,133.2,NA,2,NA,NA,NA,2188,NA,NA,"2015",2.12450422483428,3.34004731766139,4.89185175810629,7.69074316354187,0.00115674787339648,"NS"
"3198",-9375,201201,162,231,"F-12",69322,1,133.3,NA,2,NA,NA,NA,1844,NA,NA,"2012",2.12483014941386,3.26576091671761,4.89260222718466,7.51969240411654,3.0437269711002e-05,"NS"
"3205",-13960,201501,94,26,"D-09",69322,1,133.4,NA,2,NA,NA,NA,1792,NA,NA,"2015",2.12515582958053,3.25333800532611,4.89335213348152,7.49108759353488,0.000158727806136418,"NS"
"3206",-9830,201301,162,26,"D-09",69322,1,133.4,NA,2,NA,NA,NA,1984,43.4,NA,"2013",2.12515582958053,3.29754166781816,4.89335213348152,7.59287028784482,0.000113699540909589,"NS"
"3210",-13966,201501,94,9,"I-13",69322,1,133.5,NA,2,NA,NA,NA,1852,NA,NA,"2015",2.12548126570059,3.26764098234592,4.8941014778403,7.52402141520612,3.15389694641909e-05,"NS"
"3212",-11271,200601,134,19,"K-09",69322,1,133.5,NA,2,NA,NA,NA,2018,NA,NA,"2006",2.12548126570059,3.30492116190089,4.8941014778403,7.60986220091355,0.000196826060960311,"NS"
"3213",-18753,201901,94,33,"D-09",69322,1,133.5,NA,2,NA,NA,NA,2118,NA,NA,"2019",2.12548126570059,3.32592595577147,4.8941014778403,7.65822752616135,0.000629924980087911,"NS"
"3215",-9877,201301,89,16,"H-11",69322,1,133.6,NA,2,NA,NA,NA,1782,NA,NA,"2013",2.12580645813953,3.25090769970086,4.89485026110255,7.48549160803075,0.000224735447077853,"NS"
"3216",-18985,201901,162,44,"J-07",69322,1,133.6,NA,2,NA,NA,NA,1801,NA,NA,"2019",2.12580645813953,3.25551371281953,4.89485026110255,7.49609734517596,0.000157768737632368,"NS"
"3218",-4816,200901,88,11,"F-13",69322,1,133.6,NA,2,NA,NA,NA,2096,NA,NA,"2009",2.12580645813953,3.32139127831169,4.89485026110255,7.64778604544093,0.000492962072480593,"NS"
"3225",-13947,201501,162,29,"E-10",69322,1,133.7,NA,2,NA,NA,NA,1750,NA,NA,"2015",2.12613140726198,3.24303804868629,4.8955984841079,7.46737106691756,0.00038841269850065,"NS"
"3227",-11266,200601,134,14,"G-11",69322,1,133.7,NA,2,NA,NA,NA,1954,NA,NA,"2006",2.12613140726198,3.29092455938275,4.8955984841079,7.57763383260273,3.13192390500153e-05,"NS"
"3228",-11278,200601,134,26,"F-09",69322,1,133.7,NA,2,NA,NA,NA,2010,NA,NA,"2006",2.12613140726198,3.30319605742049,4.8955984841079,7.60589000105312,0.000145949502739157,"NS"
"3229",-6135,201001,162,16,"G-11",69322,1,133.7,NA,2,NA,NA,NA,2080,NA,NA,"2010",2.12613140726198,3.31806333496276,4.8955984841079,7.64012317269536,0.000397493306459886,"NS"
"3232",-9863,201301,89,2,"H-15",69322,1,133.8,NA,2,NA,NA,NA,1790,NA,NA,"2013",2.1264561134318,3.25285303097989,4.89634614769413,7.4899708988348,0.000227402395022105,"NS"
"3233",-18732,201901,94,12,"H-13",69322,1,133.8,NA,2,NA,NA,NA,1832,NA,NA,"2019",2.1264561134318,3.26292546933183,4.89634614769413,7.51316354523408,9.50611646044414e-05,"NS"
"3235",-11274,200601,134,22,"I-09",69322,1,133.9,NA,2,NA,NA,NA,1806,NA,NA,"2006",2.12678057701201,3.25671774597749,4.89709325269713,7.49886973397693,0.000184723429886364,"NS"
"3237",-8483,201201,162,12,"G-13",69322,1,133.9,NA,2,NA,NA,NA,1986,NA,NA,"2012",2.12678057701201,3.29797924415936,4.89709325269713,7.59387784460512,6.84420140698217e-05,"NS"
"3240",-16512,201701,94,66,"G-08",69322,1,134,NA,2,NA,NA,NA,1840,NA,NA,"2017",2.12710479836481,3.26481782300954,4.89783979995091,7.51752085060303,9.70376156547438e-05,"NS"
"3243",-16362,201701,94,26,"H-10",69322,1,134,NA,2,NA,NA,NA,1880,NA,NA,"2017",2.12710479836481,3.27415784926368,4.89783979995091,7.539027055824,2.39576282576189e-05,"NS"
"3246",1063177,200101,88,12,"I-12",69322,1,134,NA,2,NA,NA,NA,1924,NA,NA,"2001",2.12710479836481,3.28420506770179,4.89783979995091,7.56216163122565,1.90724197282594e-07,"NS"
"3250",1063396,200101,89,13,"F-13",69322,1,134,NA,2,NA,NA,NA,2024,NA,NA,"2001",2.12710479836481,3.30621050816776,4.89783979995091,7.61283103040736,0.000146736994442912,"NS"
"3251",1010949,200001,88,61,"E-07",69322,1,134,NA,2,NA,NA,NA,2030,NA,NA,"2000",2.12710479836481,3.30749603791321,4.89783979995091,7.61579107203583,0.000163728594846798,"NS"
"3252",-2887,200701,88,29,"J-12",69322,1,134,NA,2,NA,NA,NA,2156,48,NA,"2007",2.12710479836481,3.3336487565147,4.89783979995091,7.67600993202889,0.000711454778890768,"NS"
"3253",1063416,200101,89,33,"H-09",69322,1,134,NA,2,NA,NA,NA,2220,NA,NA,"2001",2.12710479836481,3.34635297445064,4.89783979995091,7.70526247486633,0.00111652017105727,"NS"
"3256",-2882,200701,88,24,"F-13",69322,1,134.1,NA,2,NA,NA,NA,1592,45.7,NA,"2007",2.1274287778516,3.20194306340165,4.89858579028763,7.37274636640433,0.00191960695775458,"NS"
"3267",-8489,201201,162,18,"H-11",69322,1,134.2,NA,2,NA,NA,NA,1896,NA,NA,"2012",2.12775251583297,3.27783833300205,4.89933122453758,7.54750168281497,1.62338740526693e-05,"NS"
"3271",-11694,200601,88,206,"E-12",69322,1,134.3,NA,2,NA,NA,NA,2002,39.3,NA,"2006",2.12807601266872,3.3014640731433,4.90007610352919,7.60190195987517,6.42321997887899e-05,"NS"
"3276",-6378,201001,89,19,"K-11",69322,1,134.4,NA,2,NA,NA,NA,2096,NA,NA,"2010",2.12839926871781,3.32139127831169,4.90082042808905,7.64778604544093,0.00032828453214944,"NS"
"3277",-6379,201001,89,20,"K-10",69322,1,134.4,NA,2,NA,NA,NA,2096,NA,NA,"2010",2.12839926871781,3.32139127831169,4.90082042808905,7.64778604544093,0.00032828453214944,"NS"
"3282",-16369,201701,94,32,"E-10",69322,1,134.5,NA,2,NA,NA,NA,2120,NA,NA,"2017",2.12872228433843,3.32633586092875,4.90156419904189,7.65917136766606,0.000409882035624712,"NS"
"3289",-4826,200901,88,21,"I-10",69322,1,134.6,NA,2,NA,NA,NA,1762,NA,NA,"2009",2.12904505988796,3.24600590407603,4.90230741721063,7.47420480649612,0.000540589710902869,"NS"
"3296",-4817,200901,88,12,"F-12",69322,1,134.7,NA,2,NA,NA,NA,1916,NA,NA,"2009",2.12936759572299,3.28239550474253,4.90305008341632,7.55799495853081,1.87092853675062e-05,"NS"
"3298",-11705,200601,88,217,"F-09",69322,1,134.8,NA,2,NA,NA,NA,1714,38.1,NA,"2006",2.1296898921993,3.23401081758718,4.90379219847821,7.44658509915773,0.000950836179268429,"NS"
"3299",-11689,200601,88,201,"H-12",69322,1,134.8,NA,2,NA,NA,NA,2164,41.4,NA,"2006",2.1296898921993,3.33525725643453,4.90379219847821,7.67971363996637,0.000551870037460118,"NS"
"3301",-17344,201701,94,234,"I-11",69322,1,134.9,NA,2,NA,NA,NA,1678,43.2,NA,"2017",2.1300119496719,3.22479195649268,4.90453376321371,7.42535788702715,0.00132309786693718,"NS"
"3303",-6373,201001,89,14,"G-12",69322,1,134.9,NA,2,NA,NA,NA,1952,NA,NA,"2010",2.1300119496719,3.29047981333067,4.90453376321371,7.57660976697304,1.16152840731853e-06,"NS"
"3317",1063191,200101,88,26,"K-10",69322,1,135,NA,2,NA,NA,NA,2120,NA,NA,"2001",2.13033376849501,3.32633586092875,4.90527477843843,7.65917136766606,0.000312312943885307,"NS"
"3318",1063188,200101,88,23,"H-10",69322,1,135,NA,2,NA,NA,NA,2128,NA,NA,"2001",2.13033376849501,3.32797162362301,4.90527477843843,7.66293785046154,0.00034419787772968,"NS"
"3327",-11278,200601,134,26,"F-09",69322,1,135.1,NA,2,NA,NA,NA,2080,NA,NA,"2006",2.13065534902203,3.31806333496276,4.90601524496615,7.64012317269536,0.000161212026659911,"NS"
"3329",-6372,201001,89,13,"F-12",69322,1,135.2,NA,2,NA,NA,NA,1930,NA,NA,"2010",2.13097669160562,3.28555730900777,4.90675516360886,7.56527528189893,2.88223553283629e-05,"NS"
"3331",-8497,201201,162,26,"E-09",69322,1,135.2,NA,2,NA,NA,NA,1974,NA,NA,"2012",2.13097669160562,3.29534714833362,4.90675516360886,7.58781721999343,7.39485231484649e-09,"NS"
"3332",-7589,201101,162,25,"G-10",69322,1,135.2,NA,2,NA,NA,NA,2116,NA,NA,"2011",2.13097669160562,3.32551566336315,4.90675516360886,7.65728279297819,0.000262216705098669,"NS"
"3333",-13947,201501,162,29,"E-10",69322,1,135.2,NA,2,NA,NA,NA,2200,NA,NA,"2015",2.13097669160562,3.34242268082221,4.90675516360886,7.69621263934641,0.000640911411979994,"NS"
"3334",-9871,201301,89,10,"G-13",69322,1,135.2,NA,2,NA,NA,NA,2266,NA,NA,"2013",2.13097669160562,3.35525990552738,4.90675516360886,7.72577144158795,0.00103962824997539,"NS"
"3336",-4844,200901,88,39,"I-08",69322,1,135.3,NA,2,NA,NA,NA,1924,NA,NA,"2009",2.13129779659762,3.28420506770179,4.90749453517674,7.56216163122565,4.42256685578532e-05,"NS"
"3337",-17337,201701,94,227,"H-13",69322,1,135.3,NA,2,NA,NA,NA,1932,40.3,NA,"2017",2.13129779659762,3.28600712207947,4.90749453517674,7.56631101477246,3.22223387615352e-05,"NS"
"3341",-11271,200601,134,19,"K-09",69322,1,135.4,NA,2,NA,NA,NA,2014,NA,NA,"2006",2.13161866434913,3.3040594662176,4.90823336047817,7.60787807327851,1.25344618870077e-05,"NS"
"3345",-8197,201101,89,208,"G-11",69322,1,135.5,NA,2,NA,NA,NA,1961,NA,NA,"2011",2.13193929521042,3.29247759366778,4.90897164031976,7.58120982619635,1.07239128442688e-05,"NS"
"3351",-4817,200901,88,12,"F-12",69322,1,135.6,NA,2,NA,NA,NA,1812,NA,NA,"2009",2.13225968953104,3.25815819334079,4.90970937550629,7.50218648660292,0.000503877024038343,"NS"
"3352",-9073,201201,89,27,"J-10",69322,1,135.6,NA,2,NA,NA,NA,1918,NA,NA,"2012",2.13225968953104,3.28284860283464,4.90970937550629,7.55903825544338,8.18836019579506e-05,"NS"
"3353",-7575,201101,162,11,"G-14",69322,1,135.6,NA,2,NA,NA,NA,1968,NA,NA,"2011",2.13225968953104,3.29402509409532,4.90970937550629,7.5847730776122,8.90445565912319e-06,"NS"
"3354",-16371,201701,94,35,"H-09",69322,1,135.6,NA,2,NA,NA,NA,2035,NA,NA,"2017",2.13225968953104,3.30856441356124,4.90970937550629,7.6182510978767,2.40661621873157e-05,"NS"
"3356",-5706,200901,88,213,"E-10",69322,1,135.6,NA,2,NA,NA,NA,2176,NA,NA,"2009",2.13225968953104,3.33765889102614,4.90970937550629,7.68524360797583,0.000428235185824517,"NS"
"3361",-11688,200601,88,200,"H-13",69322,1,135.7,NA,2,NA,NA,NA,1960,43.4,NA,"2006",2.13257984765974,3.29225607135648,4.91044656684082,7.58069975222456,2.01991962110206e-05,"NS"
"3364",-11686,200601,88,198,"J-13",69322,1,135.8,NA,2,NA,NA,NA,1886,38.3,NA,"2006",2.13289976994448,3.27554168840131,4.9111832151246,7.5422134631934,0.000199982462578795,"NS"
"3365",-6135,201001,162,16,"G-11",69322,1,135.8,NA,2,NA,NA,NA,2046,NA,NA,"2010",2.13289976994448,3.31090562937614,4.9111832151246,7.62364194651157,2.60394853398486e-05,"NS"
"3369",-7502,201101,89,10,"G-13",69322,1,135.9,NA,2,NA,NA,NA,1838,NA,NA,"2011",2.13321945673249,3.26434550705009,4.9119193211571,7.51643330291563,0.000432988057848952,"NS"
"3371",-6144,201001,162,25,"J-09",69322,1,135.9,NA,2,NA,NA,NA,1944,NA,NA,"2010",2.13321945673249,3.28869626059026,4.9119193211571,7.57250298502038,5.68279055529202e-05,"NS"
"3372",-13959,201501,94,24,"F-09",69322,1,136,NA,2,NA,NA,NA,1840,NA,NA,"2015",2.13353890837022,3.26481782300954,4.91265488573605,7.51752085060303,0.000446303778532702,"NS"
"3380",1010949,200001,88,61,"E-07",69322,1,136,NA,2,NA,NA,NA,2070,NA,NA,"2000",2.13353890837022,3.31597034545692,4.91265488573605,7.63530388625941,4.60908048128989e-05,"NS"
"3381",-7516,201101,89,25,"H-09",69322,1,136,NA,2,NA,NA,NA,2096,NA,NA,"2011",2.13353890837022,3.32139127831169,4.91265488573605,7.64778604544093,9.50104252543436e-05,"NS"
"3382",1010705,200001,89,29,"D-09",69322,1,136,NA,2,NA,NA,NA,2152,NA,NA,"2000",2.13353890837022,3.33284226699435,4.91265488573605,7.67415292128168,0.000255883399605268,"NS"
"3384",1023466,200001,88,189,"H-11",69322,1,136,164,2,NA,NA,NA,2202,NA,NA,"2000",2.13353890837022,3.34281731463573,4.91265488573605,7.69712131728263,0.000459670720591758,"NS"
"3388",-14137,201501,94,39,"C-07",69322,1,136.1,NA,2,NA,NA,NA,2212,NA,NA,"2015",2.13385812520333,3.34478512263266,4.91338990965742,7.70165236264223,0.000483971370351282,"NS"
"3390",-13952,201501,94,25,"E-09",69322,1,136.1,NA,2,NA,NA,NA,2310,NA,NA,"2015",2.13385812520333,3.36361197989214,4.91338990965742,7.74500280351584,0.00104251815531515,"NS"
"3391",-11706,200601,88,218,"G-09",69322,1,136.2,NA,2,NA,NA,NA,1970,43.2,NA,"2006",2.13417710757677,3.29446622616159,4.91412439371541,7.58578882173203,3.6649354997442e-05,"NS"
"3393",-13942,201501,162,24,"J-10",69322,1,136.2,NA,2,NA,NA,NA,1984,NA,NA,"2015",2.13417710757677,3.29754166781816,4.91412439371541,7.59287028784482,1.91038466921153e-05,"NS"
"3396",-6144,201001,162,25,"J-09",69322,1,136.3,NA,2,NA,NA,NA,1962,NA,NA,"2010",2.13449585583467,3.29269900304393,4.91485833870249,7.58171964012531,5.74253601751634e-05,"NS"
"3397",-4828,200901,88,23,"G-10",69322,1,136.3,NA,2,NA,NA,NA,2044,NA,NA,"2009",2.13449585583467,3.31048089146268,4.91485833870249,7.6226639513236,4.69670912257305e-06,"NS"
"3406",-18982,201901,162,41,"G-07",69322,1,136.4,NA,2,NA,NA,NA,2280,NA,NA,"2019",2.13481437032046,3.35793484700045,4.91559174540936,7.73193072194849,0.000765420125625239,"NS"
"3409",-11687,200601,88,199,"I-13",69322,1,136.5,NA,2,NA,NA,NA,2100,42.2,NA,"2006",2.13513265137677,3.32221929473392,4.91632461462501,7.64969262371151,5.66816867597618e-05,"NS"
"3411",-18748,201901,94,28,"I-09",69322,1,136.5,NA,2,NA,NA,NA,2204,NA,NA,"2019",2.13513265137677,3.34321159017975,4.91632461462501,7.6980291702728,0.00036350801948224,"NS"
"3413",-17333,201701,94,223,"F-11",69322,1,136.6,NA,2,NA,NA,NA,1822,40.4,NA,"2017",2.13545069934551,3.26054837263698,4.91705694713669,7.5076900778199,0.000726329502407398,"NS"
"3415",-18776,201901,162,24,"E-10",69322,1,136.6,NA,2,NA,NA,NA,2085,NA,NA,"2019",2.13545069934551,3.31910605930978,4.91705694713669,7.6425241342329,2.78554834403243e-05,"NS"
"3416",-2829,200701,89,33,"G-09",69322,1,136.6,NA,2,NA,NA,NA,2168,NA,NA,"2007",2.13545069934551,3.33605927786635,4.91705694713669,7.68156036255954,0.000213404003750865,"NS"
"3418",-7577,201101,162,13,"F-13",69322,1,136.7,NA,2,NA,NA,NA,1900,NA,NA,"2011",2.13576851456782,3.27875360095283,4.9177887437299,7.54960916515453,0.000306369486360556,"NS"
"3421",-2905,200701,88,47,"H-08",69322,1,136.8,NA,2,NA,NA,NA,1860,44,NA,"2007",2.1360860973841,3.26951294421792,4.91852000518845,7.52833176670725,0.000537187957019088,"NS"
"3422",-18766,201901,162,14,"J-12",69322,1,136.8,NA,2,NA,NA,NA,2009,NA,NA,"2019",2.1360860973841,3.30297993674825,4.91852000518845,7.60539236481493,2.21451512414622e-05,"NS"
"3424",-18983,201901,162,42,"H-07",69322,1,136.8,NA,2,NA,NA,NA,2310,NA,NA,"2019",2.1360860973841,3.36361197989214,4.91852000518845,7.74500280351584,0.000827068982745441,"NS"
"3427",-6129,201001,162,10,"I-13",69322,1,136.9,NA,2,NA,NA,NA,2064,NA,NA,"2010",2.13640344813399,3.31470969295517,4.9192507322944,7.63240112660145,1.49180171165282e-06,"NS"
"3432",1010929,200001,88,39,"F-09",69322,1,137,NA,2,NA,NA,NA,1908,NA,NA,"2000",2.13672056715641,3.28057837036808,4.91998092582813,7.55381085200823,0.000331899870922232,"NS"
"3434",-11278,200601,134,26,"F-09",69322,1,137,NA,2,NA,NA,NA,2044,NA,NA,"2006",2.13672056715641,3.31048089146268,4.91998092582813,7.6226639513236,2.77936839884258e-06,"NS"
"3435",-18748,201901,94,28,"I-09",69322,1,137,NA,2,NA,NA,NA,2088,NA,NA,"2019",2.13672056715641,3.31973049433022,4.91998092582813,7.64396194900253,1.19196856685136e-05,"NS"
"3436",-11285,200601,134,33,"F-07",69322,1,137,NA,2,NA,NA,NA,2090,NA,NA,"2006",2.13672056715641,3.32014628611105,4.91998092582813,7.64491934495886,1.35617604527351e-05,"NS"
"3437",1010708,200001,89,32,"C-08",69322,1,137,NA,2,NA,NA,NA,2114,NA,NA,"2000",2.13672056715641,3.32510498297141,4.91998092582813,7.65633716643018,4.13096283826298e-05,"NS"
"3448",-9831,201301,162,27,"C-09",69322,1,137.2,NA,2,NA,NA,NA,2158,42.8,NA,"2013",2.13735411137073,3.33405144034689,4.92143971529178,7.67693714581808,0.000106301042491695,"NS"
"3452",-9373,201201,162,229,"G-11",69322,1,137.3,NA,2,NA,NA,NA,2164,NA,NA,"2012",2.13767053723676,3.33525725643453,4.92216831277393,7.67971363996637,0.000109084907657139,"NS"
"3453",-11708,200601,88,220,"H-08",69322,1,137.3,NA,2,NA,NA,NA,2196,42.3,NA,"2006",2.13767053723676,3.34163233577805,4.92216831277393,7.69439280262942,0.000195664617304366,"NS"
